ÇàÁ¤±¸¿ªÄÚµå,state(han),city(han),city2(han),À§µµ,°æµµ,¹ßÇ¥½Ã°£,Ç³Çâ,Ç³¼Ó,±â¿Â,½Àµµ,°­¼ö·®
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-23 18:00:00,ºÏ¼­,1.3,7.3,32,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-23 19:00:00,ºÏ¼­,2,6.5,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-23 20:00:00,¼­,0.7,5.8,40,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-23 21:00:00,¼­,1.9,5,49,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-23 22:00:00,³²¼­,1.8,3.5,58,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-23 23:00:00,ºÏ¼­,3.8,2.4,56,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 00:00:00,¼­,2.2,1.5,52,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 01:00:00,³²µ¿,1.9,0.9,50,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 02:00:00,³²¼­,2,-0.3,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 03:00:00,¼­,3,-1.7,31,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 04:00:00,¼­,2.6,-2.9,22,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 05:00:00,³²¼­,2,-3.9,28,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 06:00:00,¼­,2.2,-5.1,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 08:00:00,¼­,4.1,-8.7,40,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 09:00:00,³²µ¿,2.6,-8.4,33,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 10:00:00,³²µ¿,2.8,-8.2,32,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 11:00:00,³²µ¿,2.8,-8.3,31,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 12:00:00,³²µ¿,2.9,-7.9,27,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 13:00:00,³²µ¿,3.1,-7.8,25,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 14:00:00,³²,2.9,-7.7,23,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 15:00:00,³²µ¿,2.8,-7.9,22,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 16:00:00,³²¼­,3,-8.4,22,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 17:00:00,³²,2.7,-8.9,25,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 18:00:00,¼­,2.2,-9.8,31,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 19:00:00,µ¿,1.4,-10.5,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 20:00:00,³²,2,-10.8,40,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 21:00:00,³²,1.8,-11,40,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 22:00:00,ºÏ¼­,2.2,-11.2,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-24 23:00:00,µ¿,1.1,-11.5,44,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 00:00:00,¼­,1.7,-11.7,46,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 01:00:00,¼­,1.3,-12,47,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 02:00:00,³²µ¿,1.3,-12.2,49,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 03:00:00,³²,1.1,-12.4,48,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 04:00:00,³²µ¿,1.5,-12.7,47,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 05:00:00,³²µ¿,1.1,-13.1,46,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 06:00:00,³²µ¿,1.4,-13.4,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 07:00:00,ºÏ¼­,1.2,-13.7,41,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 08:00:00,¼­,1.5,-13.7,40,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 09:00:00,ºÏ¼­,1.4,-12.1,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 10:00:00,³²,1.5,-10.2,30,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 11:00:00,³²,1.3,-8.7,26,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 12:00:00,³²µ¿,1.8,-6.4,20,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 13:00:00,³²,1.8,-4.7,19,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 14:00:00,³²,1.7,-4,14,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 15:00:00,³²µ¿,1.6,-2.8,14,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 16:00:00,ºÏ¼­,1.6,-3.7,15,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 17:00:00,¼­,0.9,-4,14,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 20:00:00,ºÏ¼­,0.4,-6,19,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 21:00:00,³²µ¿,0.6,-6.5,22,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 22:00:00,³²µ¿,0.5,-6.7,25,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-25 23:00:00,ºÏ,0.3,-7.7,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 00:00:00,ºÏ,0.5,-8.7,38,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 01:00:00,ºÏµ¿,0.7,-8.5,38,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 02:00:00,µ¿,0.1,-9.4,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 03:00:00,ºÏ,0.1,-9.7,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 04:00:00,ºÏµ¿,0.1,-9.7,46,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 05:00:00,ºÏµ¿,0.6,-10.3,49,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 06:00:00,ºÏ¼­,0.4,-9.6,50,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 07:00:00,ºÏ,0.1,-9.5,49,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 08:00:00,µ¿,1.2,-8.7,49,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 09:00:00,µ¿,0.7,-8.5,50,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 10:00:00,ºÏ,0.8,-7,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 11:00:00,³²,0.5,-3.6,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 12:00:00,ºÏ¼­,0.7,-2.3,35,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 13:00:00,ºÏ¼­,0.7,-0.5,37,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 15:00:00,³²,1,1.6,39,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 16:00:00,ºÏ¼­,0.5,1.6,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 17:00:00,ºÏ¼­,0.7,1.5,45,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 19:00:00,³²µ¿,0.7,-0.2,45,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 20:00:00,³²,1.2,-1.3,49,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 21:00:00,³²,1.8,-1.7,62,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 22:00:00,³²,1.4,-2,76,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-26 23:00:00,³²µ¿,0.9,-1.9,78,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 00:00:00,³²,1.1,-2,78,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 01:00:00,³²µ¿,1.2,-1.9,73,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 02:00:00,³²µ¿,1.5,-1.8,63,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 03:00:00,³²µ¿,1.2,-2,62,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 04:00:00,³²µ¿,0.5,-2.3,58,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 05:00:00,µ¿,0.9,-3.2,54,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 06:00:00,³²¼­,0.9,-3.9,53,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 08:00:00,ºÏ¼­,2,-4.4,55,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 09:00:00,ºÏ,-,-,-,-
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 10:00:00,³²,2.2,-2.3,40,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 11:00:00,³²¼­,2.1,-1.3,35,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 12:00:00,³²µ¿,2.5,-1.2,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 13:00:00,³²¼­,2.1,-0.8,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 14:00:00,¼­,2.3,-0.5,29,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 15:00:00,ºÏ¼­,4.2,-1,21,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 16:00:00,³²¼­,2.2,-1.6,24,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 17:00:00,³²µ¿,2,-2.2,26,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 18:00:00,³²µ¿,1.7,-3,28,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 19:00:00,³²µ¿,2.4,-3.9,31,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 20:00:00,³²µ¿,1.8,-4.7,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 21:00:00,³²,1.1,-5.5,38,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 22:00:00,ºÏµ¿,1.5,-5.8,44,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-27 23:00:00,³²µ¿,1.4,-6,48,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 00:00:00,ºÏ¼­,1.1,-6.5,49,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 01:00:00,¼­,2.2,-6.9,50,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 02:00:00,³²,1.2,-7.3,51,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 03:00:00,³²µ¿,1.1,-7.8,44,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 04:00:00,³²µ¿,1,-8.1,40,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 05:00:00,³²,1.8,-8.2,40,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 06:00:00,³²,1.7,-8.2,39,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 07:00:00,³²µ¿,1.9,-8.2,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 08:00:00,³²,2,-7.9,44,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 09:00:00,³²µ¿,1.8,-6.7,41,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 10:00:00,³²,1.5,-4.9,35,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 11:00:00,³²,1.8,-3.7,28,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 12:00:00,³²,1.9,-1.7,25,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 13:00:00,³²¼­,1.3,-2.7,30,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 14:00:00,¼­,2.5,0.6,31,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 15:00:00,³²µ¿,2.3,-0.3,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 16:00:00,³²µ¿,1.7,0,33,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 17:00:00,ºÏ¼­,2.5,-0.3,38,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 18:00:00,ºÏµ¿,0.9,-1.1,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 19:00:00,ºÏ¼­,0.3,-1.7,45,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 20:00:00,µ¿,0.5,-1.7,47,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 21:00:00,³²µ¿,1.4,-1.8,52,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-28 22:00:00,³²µ¿,1.3,-1.9,55,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 01:00:00,µ¿,0.7,-2.9,60,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 02:00:00,µ¿,0.3,-3,60,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 03:00:00,³²µ¿,0.6,-3.3,62,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 04:00:00,µ¿,0.6,-3.5,64,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 05:00:00,³²µ¿,1,-3.5,63,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 06:00:00,³²µ¿,1.4,-3.7,60,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 07:00:00,ºÏ,0.7,-4.7,65,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 08:00:00,ºÏ,1.1,-4.7,67,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 09:00:00,ºÏ,0.3,-2.6,58,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 10:00:00,³²,0.7,-0.4,50,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 11:00:00,³²µ¿,1.4,0.3,46,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 12:00:00,³²¼­,1.8,2,45,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 13:00:00,ºÏ,1.3,3.2,39,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 14:00:00,³²µ¿,1.1,4.7,35,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 15:00:00,µ¿,1.4,4.4,35,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 16:00:00,³²µ¿,1.3,4.2,34,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 17:00:00,µ¿,1.3,4.5,33,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 19:00:00,³²µ¿,0.5,3.5,40,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 20:00:00,³²µ¿,0.9,3.2,43,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 21:00:00,³²µ¿,1.3,3.4,46,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 22:00:00,³²µ¿,1.1,2.9,58,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-29 23:00:00,³²µ¿,0.6,2.1,68,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 00:00:00,ºÏ,0.7,2.2,66,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 01:00:00,ºÏµ¿,0.6,1.6,69,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 02:00:00,³²µ¿,1.3,1.4,43,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 03:00:00,³²µ¿,1.7,0.7,42,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 04:00:00,³²µ¿,1.4,-0.2,41,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 05:00:00,³²,1.9,-0.6,41,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 06:00:00,³²µ¿,1,-1.3,45,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 07:00:00,³²µ¿,1.5,-1.4,45,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 08:00:00,µ¿,0.5,-1.1,44,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 09:00:00,³²,1.5,0.5,39,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 10:00:00,³²,2,1.4,31,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 11:00:00,³²,1.7,2.7,25,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 12:00:00,³²,1.8,3.6,23,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 13:00:00,³²,1.8,4.2,21,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 14:00:00,³²µ¿,1.8,5.1,20,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 15:00:00,³²,2,5.2,20,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 16:00:00,ºÏ¼­,1.2,4.4,20,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 17:00:00,¼­,1.2,3.5,20,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 18:00:00,¼­,0.8,3.2,20,0
2723061000,´ë±¸±¤¿ª½Ã,ºÏ±¸,»ê°Ý1µ¿,35.889653,128.596911,2023-01-30 19:00:00,³²µ¿,0.8,2.6,21,0
